INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Marca temporal,Autor de la Pregunta,Bloque,Órgano requerido,Organismo (derivación final),Corresponde responder a 2 o mas Ministerios?,Segunda derivación,Justificación o contexto,Pregunta,Respuesta,Organismo requerido inicialmente,Area de gestión,Tema
96,26/09/2016,28/08/2016,658,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Defensa,,,,,"Informe la opinión del ministerio sobre la propuesta legislativa 3870-S-2015, por la cual se exime del inciso g) del artículo 7º de la Ley de Impuesto al Valor Agregado No 23.349 al transporte aéreo de fomento.",SI,Defensa ,AFIP/Tributos,EXCENCIÓN IVA TRANSPORTE AEREO FOMENTO
96,26/09/2016,28/09/2016,659,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Defensa,,,,,Informe detalladamente sobre el material aéreo que se estima adquirir para potenciar Líneas Aéreas del Estado.,SI,Defensa ,Equipamiento/material,NUEVO EQUIPAMIENTO LADE
96,26/09/2016,28/09/2016,660,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Defensa,,,,,Indique cual fue el resultado del contacto que estableció el Ministro de Defensa con el Pentágono con la subsecretaria adjunta de Defensa para Asuntos del Hemisferio Occidental (EEUU) en los últimos meses.,SI,Defensa ,Acuerdos internacionales  ,RESULTADO REUNION CON PENTAGONO
96,26/09/2016,28/08/2016,661,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Defensa,,,,"Informe sobre la posibilidad de que se instalen en territorio argentino bases militares estadounidenses, y en lo particular responda: ","-Si existe la posibilidad que se instalen bases militares en la Triple Frontera (Argentina, Brasil y Paraguay) y en la ciudad de Ushuaia, capital de la provincia Tierra del Fuego.
-En caso afirmativo, se solicita conocer el convenio firmado, con detalle de los motivos y las implicancias del mismo.",SI,Defensa ,Acuerdos internacionales  ,BASES MILITARES EEUU EN EL PAIS
96,26/09/2016,28/09/2016,662,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Comunicaciones,,,,,"Informe que avances se han realizado para la implementación de la portabilidad numérica en telefonía fija, en base a lo establecido por Decreto 764/00 y la sentencia en el caso ""Proconsumer c/ EN -Secretaria Comunicaciones Resol. 8/09 s/ proceso de conocimiento"".",SI,Comunicaciones ,Telefonía fija/móvil,AVANCES PORTABILIDAD NUMÉRICA
96,26/09/2016,28/09/2016,663,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Agroindustria,,,,,"Informe los motivos por los cuáles no se han recibido a los productores de peras y manzana de Río Negro, que han solicitado audiencia durante su protesta en plaza de mayo el 23 de agosto pasado.",SI,Agroindustria ,Frutihortícola,AUDIENCIAS CON PRODUCTORES DE PERAS Y MANZANAS
96,26/09/2016,28/08/2016,664,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Agroindustria,,,,,"Informe qué medidas de corto, mediano y largo plazo se ha resuelto tomar con el fin de solucionar la problemática de la producción de peras y manzanas.",SI,Agroindustria ,Frutihortícola,CRISIS PRODUCTORES DE PERAS Y MANZANAS
96,26/09/2016,28/09/2016,665,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Agroindustria,,,,,"Informe la opinión del Ministerio sobre el proyecto legislativo para crear el Instituto de la Pera y la Manzana, en consonancia con el Instituto de la Yerba Mate, que ha logrado con éxito fijar un precio para la yerba.",SI,Agroindustria ,Frutihortícola,CREACIÓN INSTITUTO DE LA PERA Y LA MANZANA
96,26/09/2016,28/09/2016,666,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Agroindustria,,,,,"Informe si existen propuestas de modificación del Código Alimentario Argentino elaboradas por la Asociación de Elaboradores de Sidra en Argentina o cualquier otra institución, presentados a la Comisión Nacional de Alimentos (CONAL). Envíe copia completa de la misma.",SI,Agroindustria ,Industria agroganadera,MODIFICACIÓN DEL CODIGO ALIMENTARIO ARGENTINO
96,26/09/2016,28/08/2016,667,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Agroindustria,,,,,"Informe detalladamente sobre pedidos de modificación del Capítulo XXXIII artículos 1085 al 1091 del Código Alimentario Argentino, referido a Sidras presentados a la Comisión Nacional de Alimentos (CONAL).",SI,Agroindustria ,Industria agroganadera,MODIFICACIÓN DEL CODIGO ALIMENTARIO ARGENTINO
96,26/09/2016,28/09/2016,668,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Agroindustria,,,,,"En el INFORME N°91 de la Jefatura de Gabinete, en la respuesta a la pregunta 143 se refiere a “Todos los actores” y responde “Esta administración ya ha convocado, desde el Ministerio de Agroindustria, a los representantes de todos los sectores involucrados…”. Enumere a quienes se refiere con “todos los actores” y “sectores”, e informe cual fue el aporte de los mismos.",SI,Agroindustria ,Organismos,AUDIENCIAS DE FUNCIONARIOS CON SECTORES DE AGROGANADERÍA
96,26/09/2016,28/09/2016,669,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Agroindustria,,,,,En el INFORME N°91 de la Jefatura de Gabinete en la respuesta a la pregunta 155 explica que “Se ha convocado a las organizaciones correspondientes a proponer sus representantes para constituir…el Directorio del INASE”. Enumere a quienes se refiere con “las organizaciones correspondientes”.,SI,Agroindustria ,Organismos,CONSTITUCIÓN DEL DIRECTORIO DEL INASE
96,26/09/2016,28/08/2016,670,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Agroindustria,,,,,"En el INFORME N°91 de la Jefatura de Gabinete en la respuesta a la pregunta 147 se afirma que desde el Ministerio de Agroindustria se están coordinando acciones con “ONGs y otros actores”. Enumere a quienes se refiere con “ONGs y otros actores”, e informe cual fue el aporte de los mismos.",SI,Agroindustria ,Organismos,CONTACTOS Y ACCIONES CON ONG'S
96,26/09/2016,28/09/2016,671,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Agroindustria,,,,,"Defina qué se entiende por Agroecología en el marco de esta gestión y, si existen políticas de fomento, describa cuáles son ",SI,Agroindustria ,Organismos,AGROECOLOGÍA
96,26/09/2016,28/09/2016,672,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Agroindustria,,,,,Detalle el monto de fondos asignados para las acciones de fomento y promoción de la agricultura orgánica certificada.,SI,Agroindustria ,Agricultura  ,PROMOCIÓN AGRICULTURA ORGÁNICA
96,26/09/2016,28/08/2016,673,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),ANSES,,,,,"-La cantidad de trabajadores hospitalarios existentes en el país que realizan aportes jubilatorios. 
-La cantidad de trabajadores hospitalarios, que en cada provincia, realizan aportes jubilatorios.
-La cantidad de trabajadores hospitalarios, que en cada provincia, realizan aportes jubilatorios y tienen entre 55 y 65 años de edad.",SI,ANSES,Estadísticas,PERSONAL HOSPITALARIO EN SISTEMA PREVISIONAL
96,26/09/2016,28/09/2016,674,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Ambiente y Desarrollo Sustentable,,,,,"Indique cantidad de personal combatiente de incendios forestales en todo el país, por provincia.",SI,Ambiente y Desarrollo Sustentable,Otros,PERSONAL COMBATIENTE DEL FUEGO
96,26/09/2016,28/09/2016,675,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),ANSES,,,,,Indique régimen jubilatorio establecido para el personal combatiente de incendios forestales. ,SI,ANSES,Política previsional/jubilatoria,REGIMEN JUBILATORIO TRABAJADORES INCENDIOS FORESTALES
96,26/09/2016,28/08/2016,676,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Relaciones Exteriores y Culto,,Ministerio de Ambiente y Desarrollo Sustentable,,Ministerio de Ambiente y Desarrollo Sustentable - Ministerio de Relaciones Exteriores y Culto,"Informe, si en el marco de esos dos ministerios, se iniciaron actuaciones con motivo de la introducción en territorio argentino desde la República de Chile, de una escombrera “Cerro Amarillo” perteneciente a la empresa Antofagasta Minerals que explota el yacimiento Pelambres.",SI (AMBIENTE Y RREE),Relaciones Exteriores y Culto,Integración regional  ,ESCOMBRERA CERRO AMARILLO
96,26/09/2016,28/09/2016,677,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Ambiente y Desarrollo Sustentable,,,,,"Informe si se adoptaron medidas a fin de ordenarle al Instituto Argentino de Nivología, Glaciología y Ciencias Ambientales a que de efectivo cumplimiento a la Ley 26639 de Protección de los Glaciares y el Ambiente Periglacial ajustándose a lo que en ella se ordena e inventariar todos los Glaciares y Ambiente Periglacial, sin importar su superficie ",SI,Ambiente y Desarrollo Sustentable,Glaciares,INVENTARIO LEY DE GLACIARES
96,26/09/2016,28/09/2016,678,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Seguridad,,,,"Tras la realización de un allanamiento que ocurrió el 27 de mayo de 2016, en la provincia de Chubut, en la comunidad mapuche Lof Departamento Cushamen, en el marco de un conflicto entre la Compañía Tierras del Sud S.A y dicha comunidad indígena. Especifique:","- Si existe una investigación por parte de las autoridades nacionales responsables tras las numerosas denuncias por maltrato en el momento del operativo del que formó parte la Gendarmería Nacional.
- Quién era el responsable de ejecutar la orden de la Justicia en el caso de las fuerzas de seguridad bajo su órbita, y si se respetaron los derechos humanos de las personas investigadas durante la realización del operativo. En particular, detalle si se constató si se les permitió vestirse o llevar calzado al momento de proceder a su detención; si se les asistió durante el allanamiento con alimentación, agua, abrigo y si se exhibió la orden de detención correspondiente. - Si participó personal femenino perteneciente a las fuerzas bajo su jurisdicción. - Si el personal denominado “Mayordomo” de la empresa Companía Tierras del Sud S.A participó del operativo.
- Si desmiente el ensañamiento por parte de las fuerzas de seguridad a su cargo contra un niño recién nacido y su madre puérpera a quienes se obligó a permanecer durante 30 horas a la intemperie en plena zona cordillerana, junto con otros menores de edad, según testimonios.",SI,Justicia y Derechos Humanos,Asuntos Indígenas,ALLANAMIENTO COMUNIDAD MAPUCHE LOF EN CUSHAMEN
96,26/09/2016,28/08/2016,679,,"Odarda, María Magdalena (RNG - FP-CCARI)",Frente Progresista CC-ARI (FP-CCARI),Ministerio de Seguridad,,,,,"- Informe la cantidad de bomberos voluntarios existentes en el país, distinguiendo por distritos.
- Informe la cantidad de accidentes padecidos por los bomberos voluntarios, discriminando entre fallecimientos, lesiones graves y enfermedades accidentes, durante los últimos 5 años en cada distrito.",SI,Seguridad ,Seguridad Interior  ,BOMBEROS VOLUNTARIOS
96,26/09/2016,28/09/2016,680,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Justicia y Derechos Humanos,,,,"Ante la posibilidad cierta de que se determine que existe en los términos de la Ley de Ética Pública, por parte del Ing. Juan José Aranguren, Ministro de Energía y Minería de la nación, quien se desempeñara como ex Ceo de Shell y tenedor de acciones de la mencionada multinacional; el Sr. David José Tezanos González  Interventor del Ente Nacional Regulador del GAS quien se desempeñara como en virtud de haber sido presidente de METROGAS S.A.; el Contador Juan Antonio Garade Vocal del Directorio del Ente Nacional Regulador de la Electricidad por haberse desempeñado como Director de Planificación, Control y regulación de EDESUR y es miembro del “G & P Management Consultants”; El Ingenierto Ricardo Sericano  Vocal del Directorio del Ente Nacional Regulador de la Electricidad, quien se desempeñara como ex Gerente de EDENOR; se le solicita informe las causas de la demora de la Oficina Anticorrupción en expedirse al respecto y publicar en la pagina web del Organismo las pertinentes Resoluciones. ",¿En que fecha estima que podremos acceder al dictamen?,SI,Justicia y Derechos Humanos,Ética pública,DICTAMEN OFICINA ANTICORRUPCIÓN INCOMPATIBILIDADES
96,26/09/2016,28/09/2016,681,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Banco Central,,,,,¿Cuáles son las estimaciones por parte de Poder Ejecutivo Nacional del nivel de Reservas del Banco Central de República Argentina para diciembre de 2016?,SI,BancoCentral,Reservas,EXISTENCIA DE RESERVAS
96,26/09/2016,28/08/2016,682,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),INSSJP/PAMI,,,,"Se solicita que  informe de forma lo más amplia posible el estado de situación prestacional, patrimonial y financiera del PAMI, detallando:  ","¿A cuánto asciende el pasivo del mencionado organismo? , individualizando proveedores y contratistas, montos adeudados a los mismos y antigüedad de la deuda.
Asimismo,   se solicita el monto y listado de las contrataciones directas hechas por ese organismo desde el 10 de diciembre de 2015 hasta la fecha.",SI,PAMI,Otros,SITUACIÓN DEL PAMI
96,26/09/2016,28/09/2016,683,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Hacienda y Finanzas Públicas,,,,,"¿A cuánto asciende el monto de endeudamiento en pesos y dólares tomado por el Poder Ejecutivo Nacional desde diciembre del año 2015 hasta la fecha? ¿Cuáles han sido sus destinos? Se requiere que se diferencie entre crédito interno y crédito externo, como así también se distinga entre deuda directa e indirecta.",SI,Hacienda y Finanzas Públicas,Deuda Pública/emisión de deuda,MONTO NUEVA DEUDA PÚBLICA
96,26/09/2016,28/09/2016,684,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),ANSES,,,,,"Atento el dictado del decreto 797/16, se solicita informe la situación financiera del Fondo de sustentabilidad previsional a la fecha, y se pide informe si se tiene previsto afectar el mencionado Fondo en lo que resta del corriente año, en su caso detalle el monto. ",SI,ANSES,Fondo de Garantía de Sustentabilidad,AFECTACIÓN DE RECURSOS DEL FGS
96,26/09/2016,28/08/2016,685,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Interior, Obras Públicas y Vivienda",,,,,"En virtud de que no surge de los considerandos del decreto 797/16 en relación a  los criterios utilizados para la asignación de fondos a las obras públicas en él determinadas, se requiere informe detalladamente los criterios utilizados para priorizar las mencionadas obras públicas. ",SI,"Interior, Obras Públicas y Vivienda",Obras Públicas/Infraestructura Pública,CRITERIOS PRIORIZACIÓN OBRA PÚBLICA EN EL PAÍS
96,26/09/2016,28/09/2016,686,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Plan Belgrano,,,,,"¿Cuál es el estado de avance del Plan Belgrano, detallando asignación de recursos efectuados hasta al presente y la proyección para lo que resta del corriente año? Asimismo, se le solicita informe si el Poder Ejecutivo nacional tiene programado aplicar un plan análogo para la región Patagónica.",SI,PlanBelgrano,Gestión de obras,SITUACIÓN PLAN BELGRANO
96,26/09/2016,28/09/2016,687,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),ANSES,,,,,"¿Cómo piensa adecuar el Gobierno Nacional la situación de los beneficiarios  del régimen de capitalización previstos en la ley 24.241 que se liquidan bajo la modalidad de renta vitalicia previsional sin aporte estatal a los fallos de la Corte ""Etchart, Fernando Martín c/ ANSES s/ amparos y sumarísimos"" y “Deprati, Adrián Francisco c/ ANSES s/ amparos y sumarísimos”,  a fin de garantizar el haber mínimo legal y movilidad jubilatoria?",SI,ANSES,Pago de Juicios,ADECUACIÓN BENEFICIARIOS REGIMEN DE ADECUACIÓN
96,26/09/2016,28/08/2016,688,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Trabajo, Empleo y Seguridad Social",,,,"El Ministerio de Trabajo, Empleo y Seguridad Social de la Nación ha registrado, según la Encuesta de Indicadores Laborales, una merma del empleo privado durante los últimos meses. Según su análisis: ",¿A qué se debe esta situación? ¿Cómo pretenden revertir esta tendencia? ¿Cuáles son las estimaciones respecto a estos índices para el último trimestre del 2016 y para el primero de 2017?,SI,"Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,DISMINUCIÓN EMPLEO SECTOR PRIVADO
96,26/09/2016,28/09/2016,689,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Trabajo, Empleo y Seguridad Social",,,,,¿Qué medidas se están tomando para contrarrestar la caída del empleo el sector industrial y en el sector petrolero?,SI,"Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,SITUACIÓN EMPLEO SECTOR PETROLERO E INDUSTRIAL
96,26/09/2016,28/09/2016,690,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Modernización,,,,,"¿El Gobierno tiene previsto en el corto o mediano plazo avanzar con la rescisión de personal contratado, en su caso detalle cantidad de agentes y sectores involucrados?",SI,Modernización ,Empleo público  ,NUEVOS DESPIDOS SECTOR PÚBLICO
96,26/09/2016,28/08/2016,691,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Modernización,,,,,"¿Qué cantidad de agentes han ingresado a la administración pública nacional, organismos descentralizados incluidas las Instituciones de Seguridad Social, Empresas y Sociedades del Estado incluidas las Sociedades Anónimas con Participación Estatal Mayoritaria, las Sociedades de Economía Mixta,  entes públicos con autarquía financiera del sector público, personería jurídica y patrimonio propio donde el Estado nacional tenga el control mayoritario del patrimonio o de la formación de las decisiones, incluyendo aquellas entidades públicas no estatales donde el Estado nacional tenga el control de las decisiones y fondos fiduciarios integrados total o mayoritariamente con bienes y/o fondos del Estado nacional?",SI,Modernización ,Empleo público  ,NUEVOS INGRESOS AL EMPLEO PÚBLICO
96,26/09/2016,28/09/2016,692,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Trabajo, Empleo y Seguridad Social",,,,,¿Qué medidas se están tomando para mejorar las condiciones de empleo existentes y garantizar los puestos de trabajo?,SI,Modernización ,Empleo público  ,GARANTÍAS DEL EMPLEO PÚBLICO
96,26/09/2016,28/09/2016,693,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Trabajo, Empleo y Seguridad Social",,,,,"¿Qué acciones concretas está tomando la Superintendencia de Riesgos del Trabajo para prevenir la siniestralidad laboral?. Detalle si el mencionado organismo ha efectuado en el corriente año observaciones y/o sanciones a las Aseguradoras de Riesgo de Trabajo por incumplimiento de sus obligaciones legales, en su caso especifique la cantidad y la entidad de tales sanciones?",SI,"Trabajo, Empleo y Seguridad Social",Riesgos del Trabajo,PREVENCIÓN SINIESTRALIDAD LABORAL
96,26/09/2016,28/08/2016,694,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Trabajo, Empleo y Seguridad Social",,SEDRONAR,,,"¿Qué acciones ha adoptado el Ministerio de Trabajo, Empleo y Seguridad Social y la SEDRONAR en la prevención de consumos problemáticos y adicciones en el ámbito de trabajo? ",SI (TRABAJO Y SEDRONAR),"Trabajo, Empleo y Seguridad Social",Riesgos del Trabajo,PREVENCIÓN CONSUMOS PROBLEMATICOS EN EL TRABAJO
96,26/09/2016,28/09/2016,695,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Educación y Deportes,,,,"Los diversos medios de comunicación se ha sostenido que se han desmantelado los programas de Memoria, Coordinación de Publicaciones, Educación Sexual Integral, Educación y Prevención de Adicciones, Comunidad y convivencia escolar y Plan de Lectura y las modalidades educativas de Educación Intercultural Bilingüe, Educación Artística, Contextos de Encierro y Educación de Jóvenes y Adultos, entre otras líneas de acción, del Ministerio de Educación de la Nación. De ser  correcta esa información, se requiere informe:","Los motivos del desmantelamiento. 
Asimismo, se solicita informe si los objetivos a cumplirse a través de los mencionados programas seguirán ejecutándose, y en su caso, informe que organismos tendrán a su cargo el cumplimiento de tales funciones.",SI,Educación y Deportes,Organismos,CONTINUIDAD DE PROGRAMAS EDUCATIVOS DE INCLUSIÓN
96,26/09/2016,28/09/2016,696,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Educación y Deportes,,,,,"Según las últimas estadísticas el porcentaje de jóvenes entre 13 y 17 años no escolarizados es del 7,90%, ¿Qué política está desarrollando el Ministerio de Educación para revertir esta situación?",SI,Educación y Deportes,Estadísticas,ESTADÍSTICAS JOVENES NO ESCOLARIZADOS
96,26/09/2016,28/08/2016,697,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Banco Central,,,,,Informe las razones por las que hasta la fecha no fueron remitidos al Honorable Senado de la Nación los pliegos del Presidente del Banco Central de la República Argentina y el resto de los directores designados en comisión.,SI,Hacienda y Finanzas Públicas,BCRA,PLIEGO PRESIDENTE BCRA
96,26/09/2016,28/09/2016,698,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Banco Central,,,,,¿Cuál ha sido el monto total de Letras del Tesoro Nacional emitidas desde el 10 de diciembre de 2015 hasta la fecha?¿Cuánto es el tiempo que el Banco Central mantendrá la tasa de interés pasiva por encima del 27% anual?,SI,Hacienda y Finanzas Públicas,BCRA,LETRAS DEL TESORO EMITIDAS
96,26/09/2016,28/09/2016,699,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Hacienda y Finanzas Públicas,,,,,¿Cuál es la proyección de Inversión Extranjera directa para el  cuarto trimestre de 2016 y para todo el año 2017,SI,Hacienda y Finanzas Públicas,Política financiera,PROYECCIÓN INVERSIÓN EXTRANJERA
96,26/09/2016,28/08/2016,700,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Interior, Obras Públicas y Vivienda",,Ministerio de Transporte,,"Durante el corriente año se han destinado mayores fondos a obras planificadas, o incluso se ha planificado nuevas obras para varias provincias y la Ciudad Autónoma de Buenos Aires. Esto se ha plasmado por ejemplo en el anexo del decreto 797/16. ",¿Se han planificado nuevas obras para la provincia de Chubut? De ser así ¿Cuáles son y cómo se llevarían a cabo?,SI (TRANSPORTE E INTERIOR),"Interior, Obras Públicas y Vivienda",Obras Públicas/Infraestructura Pública,NUEVAS OBRAS EN CHUBUT
96,26/09/2016,28/09/2016,701,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Hacienda y Finanzas Públicas,,,,,¿Cuál es el nivel de endeudamiento tomado por las Provincias y la Ciudad Autónoma de Buenos Aires  desde el 10 de diciembre de 2015 hasta la fecha? Se solicita detalle por jurisdicción.,SI,Hacienda y Finanzas Públicas,Coparticipación/Fondos provinciales,NIVEL ENDEUDAMIENTO PROVINCIAL
96,26/09/2016,28/09/2016,702,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Salud,,Ministerio de Modernización,,,"¿Cuáles fueron los motivos y fundamentos de las supresiones de la Dirección Nacional de Control de Enfermedades Inmunoprevenibles (DINACEI)- responsable del Plan Nacional de Vacunación- y de la Dirección Nacional de Enfermedades Transmisibles por Vectores, de la estructura organizativa del Ministerio de Salud de la Nación, según la Decisión Administrativa Nº498/2016publicada en el Boletín Oficial el día viernes 20 de mayo del 2016? Asimismo se solicita que se explique cómo y a través de que organismos se ejecutan los programas y las funciones que las mencionadas direcciones -hoy suprimidas- llevaban a cabo. De igual manera se requiere que se informe el destino de los trabajadores dependientes de las dos direcciones suprimidas. ",SI,Salud  ,Organismos,MODIFICACIÓN ESTRUCTURA MSAL
96,26/09/2016,28/08/2016,703,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Salud,,,,En relación con el sistema de Cobertura Universal de Salud (CUS) diseñado en el DNU 908/16 ,¿Qué medidas se han implementado para llevar a cabo el cometido? ¿A partir de cuándo se podrá gozar de la cobertura?,SI,Salud  ,Programas/servicios de salud,IMPLEMENTACIÓN COBERTURA UNIVERSAL SALUD
96,26/09/2016,28/09/2016,704,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Interior, Obras Públicas y Vivienda",,,,,"¿Cuáles son, por parte del gobierno Nacional, los programas y planes de desarrollo territorial?¿Cuales son los temas que merecen destacarse?",SI,"Interior, Obras Públicas y Vivienda",Relaciones con las Provincias,PROGRAMAS DE DESARROLLO TERRITORIAL
96,26/09/2016,28/09/2016,705,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Interior, Obras Públicas y Vivienda",,,,Al modificar las condiciones del Plan “Procrear”,¿Cómo se propone mejorar el Ejecutivo Nacional la alarmante situación de déficit habitacional de los sectores más necesitados de todo el territorio nacional?,SI,"Interior, Obras Públicas y Vivienda",Política habitacional,DEFICIT HABITACIONAL SECTORES VULNERABLES
96,26/09/2016,28/08/2016,706,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Transporte,,,,,¿Cuál es la estrategia de conectividad prevista para el eje “pacífico-atlántico” y que acciones se prevé implementar a mediano plazo al respecto? ,SI,Transporte ,Obras Viales,CONECTIVIDAD ATLÁNTICO PACÍFICO
96,26/09/2016,28/09/2016,707,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Agroindustria,,,,,¿Cuáles son los avances del “Plan Estratégico Agroalimentario y Agroindustrial 2010-2020” desde el 10 de diciembre de 2015? ¿Qué políticas piensan aplicar durante el último trimestre del 2016 y el primero de 2017?,SI,Agroindustria ,Agricultura  ,PLAN ESTRATÉGICO AGROALIMENTARIO Y AGROINDUSTRIAL
96,26/09/2016,28/09/2016,708,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Ambiente y Desarrollo Sustentable,,"Ministerio de Interior, Obras Públicas y Vivienda",,,¿El gobierno nacional observa necesario prever nuevos marcos regulatorios de uso de suelo urbano- rural para generar condiciones ambientales sustentables? ¿Como se inserta allí la política habitacional diseñada en términos cualitativos?,SI (AMBIENTE E INTERIOR),"Interior, Obras Públicas y Vivienda",Política habitacional,POLÍTICA HABITACIONAL SUELO URBANO
96,26/09/2016,28/08/2016,709,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Trabajo, Empleo y Seguridad Social",,,,"El Sr. Presidente de la Nación, Ing. Mauricio Macri, ha sostenido en el discurso oficial por la conmemoración del bicentenario de la patria que: “Cada vez que un gremio consiguió reducir la jornada laboral, todos los argentinos lo asumimos como parte de un costo"". ",¿El Poder Ejecutivo Nacional tiene pensado enviar  una reforma laboral en materia de jornada de trabajo?,SI,"Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,REFORMA JORNADA LABORAL
