INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Marca temporal,Autor de la Pregunta,Justificación o contexto,Pregunta,Órgano requerido,Area de gestión,Tema
ANEXO 94,30/05/2016,01/06/2016,587,8/1/2016 13:11:22,"Labado, María Ester (SCZ - PJ-FpV)",Con respecto a las ventas y cierre de yacimientos de YPF,¿Qué medidas está tomando el Poder Ejecutivo para beneficiar a los trabajadores afectados por estas medidas?,"Ministerio de Trabajo, Empleo y Seguridad Social",YPF  /Política de hidrocarburos  /Gas,VENTA Y CIERRE DE YACIMIENTOS YPF
ANEXO 94,30/05/2016,01/06/2016,588,8/1/2016 15:14:50,"Labado, María Ester (SCZ - PJ-FpV)",Con respecto a las ventas y cierre de yacimientos de YPF,¿Qué medidas se piensan llevar a cabo desde Nación para afrontar los despidos en el sector petrolero? ¿Se puede evaluar que las empresas contratistas de las operadoras se incorporen a REPRO?,"Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,PREVENCIÓN DESPIDOS SECTOR PETROLERO
ANEXO 94,30/05/2016,01/06/2016,589,8/1/2016 11:14:02,"Leguizamón, María Laura (BAS - PJ-FpV)",,¿Cuál es el índice de pobreza que se registra actualmente en nuestro País?,Ministerio de Hacienda y Finanzas Públicas,INDEC/Políticas de Precios,ESTADÍSTICAS DE POBREZA
ANEXO 94,30/05/2016,01/06/2016,590,8/1/2016 11:23:20,"Leguizamón, María Laura (BAS - PJ-FpV)",,"Explique el fundamento del decreto 820/2016 por el cual el presidente Mauricio Macri modificó la Ley de Tierras Rurales, votada por el Congreso en diciembre de 2011, que limitaba la compra de tierras por parte de extranjeros.",Ministerio de Justicia y Derechos Humanos,Otros  ,TIERRAS RURALES
ANEXO 94,30/05/2016,01/06/2016,591,8/1/2016 11:15:19,"Leguizamón, María Laura (BAS - PJ-FpV)",,¿Cuántos son los trabajadores despedidos en el Sector Público desde la asunción de este Gobierno?,Ministerio de Modernización,Empleo público  ,CANTIDAD DE DESPEDIDOS EN ESTADO NACIONAL
ANEXO 94,30/05/2016,01/06/2016,592,8/1/2016 11:16:34,"Leguizamón, María Laura (BAS - PJ-FpV)",,¿Qué políticas se están llevando a cabo a fin de frenar la caída de la industria automotriz y de la construcción?,Ministerio de Producción,Promoción industrial  ,REACTIVACIÓN INDUSTRIA AUTOMOTRIZ Y CONSTRUCCIÓN
ANEXO 94,30/05/2016,01/06/2016,593,8/1/2016 11:22:07,"Leguizamón, María Laura (BAS - PJ-FpV)",En  relación al acuerdo firmado con la Unión Europea para que Argentina se haga cargo de refugiados sirios: ,"¿Cuántos son los refugiados que van a venir a nuestro país? ¿Cuál es la política social a llevar a cabo con los mismos? ¿En qué consiste el acuerdo, cómo se financiará dicho acuerdo? ¿Bajo qué condiciones habitarán nuestro suelo? ¿Habrá una política laboral específica para los refugiados, cuál es la política de integración que ha diseñado el gobierno?",Ministerio de Relaciones Exteriores y Culto,Acuerdos Internacionales,REFUGIADOS SIRIOS
ANEXO 94,30/05/2016,01/06/2016,594,8/1/2016 11:12:24,"Leguizamón, María Laura (BAS - PJ-FpV)",,"¿Cuáles son los datos oficiales que se registraron respecto a la caída del empleo, cuáles son los sectores más afectados y cuáles son las medidas que se están llevando a cabo desde el Poder Ejecutivo para revertir esta tendencia?","Ministerio de Trabajo, Empleo y Seguridad Social",INDEC/Políticas de Precios,ESTADÍSTICAS Y MEDIDAS POR DESEMPLEO
ANEXO 94,30/05/2016,01/06/2016,595,8/1/2016 11:18:22,"Leguizamón, María Laura (BAS - PJ-FpV)",Informe respecto de la contratación que realizó la Operadora Ferroviaria Trenes Argentinos Sociedad del Estado (SOFSE) con la empresa Aon Risk Services respecto al Programa de Seguros de Ferrocarriles.,"¿Cuál fue la forma de contratación, quiénes participaron de la Licitación, se respetaron los mecanismos de control y transparencia, que vinculación tiene la empresa Aon Risk Services con la Empresa SOCMA?",Ministerio de Transporte,Política Ferroviaria  ,LICITACION SEGUROS FERROCARRILES
ANEXO 94,30/05/2016,01/06/2016,596,7/29/2016 17:20:11,"Mera, Dalmacio Enrique (CAT - PJ-FpV)",,"¿Prevé el Poder Ejecutivo vía reglamentación un mecanismo para que cada provincia que cuente con los recursos naturales, fuentes de la energía alternativa, reciban parte de las inversiones a concretarse a partir de la licitación del Plan RenovAr?",Ministerio de Energía y Minería,Energías renovables  ,PLAN RENOVAR
ANEXO 94,30/05/2016,01/06/2016,597,7/29/2016 17:31:59,"Mera, Dalmacio Enrique (CAT - PJ-FpV)",,"Solicito se informe sobre las características (monto, plazo, destino de los fondos, etc.) de las operaciones de crédito público que originaron la constitución de deuda pública externa e interna, realizadas desde el 10 de diciembre de 2015 hasta la fecha. ",Ministerio de Hacienda y Finanzas Públicas,Deuda Pública,DEUDA PÚBLICA INTERNA Y EXTERNA
ANEXO 94,30/05/2016,01/06/2016,598,7/29/2016 17:34:48,"Mera, Dalmacio Enrique (CAT - PJ-FpV)",,"Solicito se informe sobre las características (monto, plazo, destino de los fondos, etc.) de las operaciones de crédito público que originan la constitución de deuda pública externa e interna que el Gobierno Nacional proyecta para los próximos 12 meses. ",Ministerio de Hacienda y Finanzas Públicas,Deuda Pública,DEUDA PÚBLICA INTERNA Y EXTERNA
ANEXO 94,30/05/2016,01/06/2016,599,8/1/2016 13:28:57,"Mera, Dalmacio Enrique (CAT - PJ-FpV)",,"Solicito se informe sobre el plan o mecanismo de monitoreo que realiza el Poder Ejecutivo en relación a las importaciones, habida cuenta que existen productos provenientes del exterior que pueden representar una amenaza para la industria nacional. Además la cantidad de productos ingresados a la Argentina mediante el llamado correo puerta a puerta en las adquisiciones online, desde que se comunicó la eliminación de las retenciones en las compras efectuadas a través de portales o sitios virtuales del extranjero, hasta la fecha. ",Ministerio de Hacienda y Finanzas Públicas,Exportación / importación,IMPORTACIÓN Y COMPRAS PUERTA A PUERTA
ANEXO 94,30/05/2016,01/06/2016,600,7/29/2016 17:27:42,"Mera, Dalmacio Enrique (CAT - PJ-FpV)",,"Solicito se informe sobre las obras que están previstas desde el Poder Ejecutivo Nacional para el Plan Belgrano y que estén contempladas en el marco del Presupuesto General de la Administración Nacional para el año 2017. Por favor enumerarlas, detallarlas y especificar si son obras completas o parciales. ",Plan Belgrano,Gestión de obras,OBRAS PREVISTAS PARA 2017
ANEXO 94,30/05/2016,01/06/2016,601,8/1/2016 13:12:33,"Perotti, Omar Ángel (SFE - PJ-FpV)","La Ley N° 27.174 (BO 22/09/2015) creó una Aduana con asiento en la ciudad de Rafaela, Departamento Castellanos, provincia de Santa Fe. De esta forma se elevó de categoría al existente Resguardo Jurisdiccional de Registro - también llamado Resguardo Aduanero-. 
Mediante la Disposición 479/15 de fecha 3 de noviembre de 2015, la AFIP creó la unidad orgánica con nivel de División denominada ""Aduana de Rafaela"" y le asignó idéntica acción y tareas que las establecidas para sus similares. Posteriormente por intermedio de la Disposición 519/15 (BO 23/11/2015) de AFIP se designó al Administrador de la misma. Sorpresivamente en el mes de mayo, en lo que representa una clara inobservancia de la Ley mencionada y un retroceso para el potencial exportador de la región, la Agencia Federal de Ingresos Públicos a través de la disposición 123/16 cesó en sus funciones al administrador de la aduana sin disponer su remplazo, por lo que la misma retornó -de hecho- al status anterior de Resguardo Aduanero. ","En relación a ello, sírvase informar: 
- Los motivos que llevaron a esta inobservancia de la Ley N° 27.174
- Dado los inconvenientes que genera el pleno funcionamiento de la Aduana de Rafaela, se le solicita que informe cuándo se restablecerá la institucionalidad que fija la Ley N° 27.174. Hemos recibido el reclamo de empresas operadoras y de la Cámara de Comercio Exterior solicitando su inmediato restablecimiento. La Aduana de Rafaela debe funcionar en forma inmediata como el marco institucional de la ley que así lo establece. ",AFIP,AFIP / Tributos,SEDE ADUANA EN RAFAELA
ANEXO 94,30/05/2016,01/06/2016,602,8/1/2016 13:21:41,"Perotti, Omar Ángel (SFE - PJ-FpV)","Dada la situación de emergencia que vivió la cuenca lechera, sumado a las dificultades que persisten por los altos niveles en la capa freática, que impiden la recuperación de la zona, el sector lechero ha agravado aún más su difícil situación. ","En relación a ello, sírvase informar: 
¿Qué nuevo apoyo directo se piensa brindar ante la prolongación de esta situación, siendo el sector lechero tan importante para la economía nacional? ",Ministerio de Agroindustria,Ganadería  ,CRISIS CUENCA LECHERA
ANEXO 94,30/05/2016,01/06/2016,603,8/1/2016 12:30:23,"Perotti, Omar Ángel (SFE - PJ-FpV)","En su anterior informe, al ser interrogado sobre el Gasoducto Regional Lechero, se respondió: ""Las obras del Gasoducto Regional Lechero se encuentran en licitación a la fecha de la presente. El plazo de la obra se estima en 1 año, con financiamiento del Estado Nacional"" (respuesta a) a la pregunta N°573).","En relación a ello, sirvase informar el estado actual de la licitación. ",Ministerio de Energía y Minería,Ganadería  ,GASODUCTO REGIONAL LECHERO
ANEXO 94,30/05/2016,01/06/2016,604,8/1/2016 12:43:42,"Perotti, Omar Ángel (SFE - PJ-FpV)","Mediante la Ley N° 27.173 (BO 22/09/2015) se creó la Aduana con asiento en la ciudad de Venado Tuerto, Departamento de General Lopez, provincia de Santa Fe. La instalación de dicha aduana tiene entre sus finalidades potenciar las exportaciones en la zona, uno de los polos productivos más importantes de la región pampeana. No obstante el tiempo transcurrido desde la sanción de la Ley N° 24.173, hasta el momento la Aduana de Venado Tuerto no ha sido puesta en funcionamiento. ","En relación a ello, sírvase informar: ¿Cuándo se dará cumplimiento a lo establecido por la ley y se pondrá en marcha la Aduana de Venado Tuerto?",AFIP,AFIP / Tributos,SEDE ADUANA EN VENADO TUERTO
ANEXO 94,30/05/2016,01/06/2016,605,8/1/2016 12:20:02,"Perotti, Omar Ángel (SFE - PJ-FpV)","En su anterior informe presentado ante este Honorable Senado, se mencionó que el proyecto de ensanche del puente carretero sobre la Ruta Nacional N° 11 Reconquista-Avellaneda, de la provincia de Santa Fe, ""se ejecutará entre 2017 y 2018, como parte del paquete de obras iniciales que realizará el futuro concesionario de este corredor"" (respuesta a) a la pregunta 572). Esta es una obra de vital importancia para todo el corredor de la Ruta Nacional N°11, siendo clave para facilitar el tránsito y la seguridad en el cruce de estas dos ciudades. ","En relación a lo anterior, sírvase informar las razones por las cuales no comenzará a ejecutarse en este año 2016, dicha obra. ",Ministerio de Transporte,Obras Viales,PUENTE CARRETERO RUTA 11
ANEXO 94,30/05/2016,01/06/2016,606,7/29/2016 17:59:08,"Perotti, Omar Ángel (SFE - PJ-FpV)","El Plan Belgrano propone un ambicioso plan de infraestructura para diez provincias de norte argentino. Sin embargo, se dejó fuera el norte de Santa Fe, que tiene características  similares a las provincias incorporadas. El norte de Santa Fe debe estar incluido. Porque la señal en un proyecto tan ambicioso tiene que ser abarcativa y tiene que darle a esos más de cuatrocientos mil habitantes de nuestro norte la pertenencia a una matriz productiva y a una regionalidad. En relación a ello, sírvase informar:","¿Se tiene previsto impulsar la modificación del Decreto 435/16 de modo tal de incorporar los Departamentos de General Obligado, Vera, 9 de Julio, San Justo, San Cristóbal, San Javier y Garay de la provincia de Santa Fe en el Plan Belgrano?",Plan Belgrano,Gestión de obras,INCORPORACIÓN DE SANTA FE EN PLAN BELGRANO
ANEXO 94,30/05/2016,01/06/2016,607,7/29/2016 17:45:48,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",El Programa Conectar Igualdad fue uno de los programas con mayor impacto inclusivo de la gestión anterior.,"¿Cómo piensa este gobierno la continuidad del mismo toda vez que han dejado a su personal cesante, han desarticulado el trabajo interjurisdiccional, ya que el programa no se circunscribía solo a la cesión gratuita de las computadoras, sino al desarrollo de contenidos pedagógicos y al acompañamiento del desarrollo del mismo en las escuelas para lo cual el intercambio de experiencias era un pilar fundamental?",ANSES,Programas educativos.,PLAN CONECTAR IGUALDAD
ANEXO 94,30/05/2016,01/06/2016,608,8/1/2016 11:41:31,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",La ley 27.201 contempla la Asignación por Hijo en el Deporte.,"En razón de ello se sirva informar: si la Administración Nacional de la Seguridad Social (ANSES), como organismo competente, ha establecido los fondos previstos para su implementación.",ANSES,ANSES / AUH,AUH  DEPORTE
ANEXO 94,30/05/2016,01/06/2016,609,7/29/2016 16:39:12,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,¿Cuándo se pondrá en funcionamiento la Comisión Bicameral de Identificación de Complicidades Económicas y Financieras durante la última dictadura cívico-militar?,Jefatura de Gabinete,Jefatura de Gabinete,RELACIONES CON EL CONGRESO
ANEXO 94,30/05/2016,01/06/2016,610,7/29/2016 17:04:11,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",El observatorio de la Deuda Social de la Universidad Católica Argentina y científicos del Instituto Gino Germani coinciden en afirmar que en la Argentina en el primer semestre del 2016 hay entre 4.5 y 5 millones de nuevos pobres generados por las políticas económicas implementadas por el gobierno de Mauricio Macri.,¿Cómo se compatibiliza este hecho de la realidad con la promesa de pobreza cero prometida por el actual presidente?,Jefatura de Gabinete,Pobreza / Indigencia,POBREZA CERO
ANEXO 94,30/05/2016,01/06/2016,611,8/1/2016 15:02:41,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,"Informe los criterios tenidos en cuenta para la designación de Carlos Cejas como delegado provincial de la Secretaría de Agricultura Familiar en la provincia de Santiago del Estero, atento sus antecedentes como agente inmobiliario en la localidad de Bandera y a la existencia y reciente incremento de conflictos de tierras y escalada de los mismos en la Provincia de Santiago del Estero.",Ministerio de Agroindustria,Agricultura  familiar,DESIGNACIONES AGRICULTURA FAMILIAR
ANEXO 94,30/05/2016,01/06/2016,612,7/29/2016 17:27:22,"Pilatti Vergara, María Inés (CHA - PJ-FpV)","El presupuesto universitario no sólo fue afectado por la inflación y el incremento de las tarifas. También fue afectado durante el primer semestre por la subejecución de las partidas instrumentadas por el gobierno nacional y por la ausencia de fondos dirigidos a los programas que venía financiando la Nación en las universidades. De acuerdo a un estudio realizado por el Instituto de Estudios y Capacitación del Sindicato Docente (CONADU), en lo que va del año, de los 88 programas vigentes, en 59 no hubo ninguna asignación presupuestaria y sólo diez tienen un crédito que podría considerarse ""normal"" a ésta fecha, es decir, por encima del 30 por ciento de ejecución.",¿A qué atribuye usted esta política tan deficitaria después de las promesas de transferencias de fondos que les han hecho a las universidades nacionales?,Ministerio de Educación y Deportes,Política Universitaria.,SUBEJECUCIÓN PRESUPUESTO PARA UNIVERSIDADES
ANEXO 94,30/05/2016,01/06/2016,613,7/29/2016 17:49:15,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",El Programa de Orquestas y Coros infantiles y juveniles para el Bicentenario ha quedado prácticamente desmantelado con la excusa de federalizar las políticas educativas. Esto ha llevado al desfinanciamiento de programas que debía llevar adelante el estado nacional como forma de garantizar la igualdad de oportunidades.,"¿Cómo piensan ustedes reparar la deuda contraída con esos 20.000 niños y jóvenes, integrantes de 161 coros y 140 orquestas que han visto truncados sus sueños de desarrollo artístico?",Ministerio de Educación y Deportes,Programas educativos.,PROGRAMA DE ORQUESTAS Y COROS INFANTILES
ANEXO 94,30/05/2016,01/06/2016,614,7/29/2016 17:56:10,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,Se sirva informar si se ha dado cumplimiento a la reglamentación de la ley 27.098. En su caso se sirva precisar el Decreto Reglamentario emitido por el titular del Poder Ejecutivo Nacional. En su defecto se sirva informar las causas por las cuales no se ha emitido la norma respectiva.,Ministerio de Educación y Deportes,Tarifas  ,TARIFA SOCIAL PARA ENTIDADES DEPORTIVAS
ANEXO 94,30/05/2016,01/06/2016,615,7/29/2016 18:25:08,"Pilatti Vergara, María Inés (CHA - PJ-FpV)","De acuerdo a lo manifestado en el Informe N°92, presentado ante el Honorable Senado de la Nación, el Sr. Jefe de Gabinete de Ministros informó que se estaba trabajando en la Reglamentación de las leyes 27.201 y 27.202.","En razón de ello solicitamos se sirva informar si ya se ha dispuesto por el Poder Ejecutivo Nacional su reglamentación, conforme lo manifestado.",Ministerio de Educación y Deportes,Política deportiva.,REGLAMENTACIÓN LEYES AUH DEPORTES Y FOMENTO DEPORTE
ANEXO 94,30/05/2016,01/06/2016,616,7/29/2016 18:27:40,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,Informe si se ha dispuesto alguna modificación a los Decretos Reglamentarios PEN N° 2657/2015 y N° 2656/2015.,Ministerio de Educación y Deportes,Política deportiva.,REGLAMENTACIÓN LEYES AUH DEPORTES Y FOMENTO DEPORTE
ANEXO 94,30/05/2016,01/06/2016,617,8/1/2016 11:45:02,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,"Si se va a integrar por parte del Poder Ejecutivo Nacional el Instituto Nacional del Deporte y la Actividad física, contemplado en la ley 27.202. En su caso si se han realizado gestiones con las entidades del Deporte para su integración. En este supuesto informe el plazo previsto para ello.",Ministerio de Educación y Deportes,Política deportiva.,INSTITUTO NACIONAL DEL DEPORTE Y ACTIVIDAD FÍSICA
ANEXO 94,30/05/2016,01/06/2016,618,8/1/2016 11:53:09,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,Si el Poder Ejecutivo Nacional ha dispuesto dejar sin vigencia las leyes 27.201 y 27.202. En su caso informe el acto administrativo por el cual se haya instrumentado esa decisión.,Ministerio de Educación y Deportes,Política deportiva.,REGLAMENTACIÓN LEYES AUH DEPORTES Y FOMENTO DEPORTE
ANEXO 94,30/05/2016,01/06/2016,619,8/1/2016 11:55:09,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,Se sirva precisar si el Poder Ejecutivo Nacional ejecuta o tiene previsto desarrollar programas que impulsen el Deporte en las Universidades y alienten las competencias inter-universitarias a nivel nacional e internacional.,Ministerio de Educación y Deportes,Política deportiva.,PROMOCIÓN DEL DEPORTE EN UNIVERSIDADES
ANEXO 94,30/05/2016,01/06/2016,620,8/1/2016 12:00:36,"Pilatti Vergara, María Inés (CHA - PJ-FpV)","Afirmó usted en su anterior presentación que ""estamos generando 1.600 escuelas de iniciación deportiva a lo largo y ancho de todo el país"" y que ""hoy todas las provincias del país tienen escuelas de iniciación deportiva porqe queremos federalizar el deporte"".","Solicito un informe sobre la cantidad de niños de todo el país que actualmente asisten a las escuelas, la cantidad de docentes y personal afectados y el presupuesto destinado.",Ministerio de Educación y Deportes,Política deportiva.,ESCUELAS DE INICIACIÓN DEPORTIVA
ANEXO 94,30/05/2016,01/06/2016,621,8/1/2016 12:09:55,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,"¿ Se extendió la jornada educativa para escuelas de jornada simple, a través de la educación física, en las 24 provincias, contemplando 72 municipios y abarcando 720 escuelas?",Ministerio de Educación y Deportes,Política deportiva.,ESCUELAS DE INICIACIÓN DEPORTIVA
ANEXO 94,30/05/2016,01/06/2016,622,8/1/2016 15:15:51,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,"Indique las razones, fundamento y si correspondiese el acto administrativo en virtud del cual se decide adquirir el gas a un precio superior a la República de Chile encontrándose vigente el acuerdo con la República de Bolivia por el suministro de GAS. Informe.",Ministerio de Energía y Minería,YPF  /Política de hidrocarburos  /Gas,IMPORTACIÓN DE GAS DE CHILE
ANEXO 94,30/05/2016,01/06/2016,623,7/29/2016 17:13:39,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",En el segundo semestre una de las principales causas del aumento de la pobreza fue el incremento desmesurado de las tarifas de los servicios públicos.,¿Qué piensa hacer el gobierno para recomponer la caótica situación económica en la que se encuentran miles de hogares argentinos? ¿Es que no midieron el impacto que estos aumentos iban a causar?,Ministerio de Hacienda y Finanzas Públicas,Tarifas  ,AUMENTOS TARIFAS SERVICIOS PÚBLICOS 
ANEXO 94,30/05/2016,01/06/2016,624,8/1/2016 16:12:17,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,"Se han devaluado el tipo de cambio y aumentado los costos de servicios públicos (y privados): de las siguientes, cuál sería el orden prioritario a la hora de proteger el empleo asediado a) Promoción de Exportaciones para Mediana Empresa b) Restitución tarifaria preexistente c) Reducción aportes Patronales d) Línea de Crédito Tasa Subsidiada para PYMES e) Otros (completar).",Ministerio de Hacienda y Finanzas Públicas,Política Económica,REACTIVACIÓN ECONÓMICA
ANEXO 94,30/05/2016,01/06/2016,625,7/29/2016 16:40:59,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,"¿Cómo y cuándo implementará el Poder Ejecutivo el Mecanismo Nacional de Prevención de la tortura, tal cómo se ha comprometido ante el Comité de Derechos Humanos en junio próximo pasado?",Ministerio de Justicia y Derechos Humanos,Derechos Humanos  ,PREVENCIÓN DE LA TORTURA
ANEXO 94,30/05/2016,01/06/2016,626,7/29/2016 17:40:00,"Pilatti Vergara, María Inés (CHA - PJ-FpV)","En su declaración jurada patrimonial el Ministro de Energía y Minería José Aranguren confirmó que posee $16.326.051.67 en acciones clase A de Royal Dutch Shell PLC, la petrolera de cuya filial argentina fue CEO hasta el año pasado.",¿No cree que está reñido con la ética que un funcionario del estado controle a una empresa donde tiene invertida gran parte de su fortuna?,Ministerio de Justicia y Derechos Humanos,Ética pública / oficina anticorrupción,ARANGUREN ETICA PUBLICA
ANEXO 94,30/05/2016,01/06/2016,627,8/1/2016 15:20:47,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,"Informe el monto que percibe cada agente de la administración pública perteneciente a los Ministerios de Justicia y Derechos Humanos y Seguridad respectivamente, con indicación de monto por categoría en concepto de ""incentivo"" financiado a través del sistema de entes cooperadores, incluyendo funcionarios.",Ministerio de Justicia y Derechos Humanos,Organismos,INGRESOS AGENTES DEL MINISTERIO DE JUSTICIA
ANEXO 94,30/05/2016,01/06/2016,628,8/1/2016 15:22:58,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,"¿Qué organismos y qué académicos fueron consultados para elaborar la propuesta de modificación del Decreto 274/2010, aprobada recientemente por Decreto 820/2016 modificatorio de la Ley de Tierras 26.737?",Ministerio de Justicia y Derechos Humanos,Otros  ,TIERRAS RURALES
ANEXO 94,30/05/2016,01/06/2016,629,8/1/2016 15:26:21,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,¿Cuáles son las acciones que llevó adelante la titular del organismo con relación a las denuncias efectuadas ante las incompatibilidades e incumplimiento a la Ley de Ética Pública por parte de Juan José Aranguren en su doble condición de accionista de SHELL y Ministro de Energía y Minería?,Ministerio de Justicia y Derechos Humanos,Ética pública / oficina anticorrupción,ARANGUREN ETICA PUBLICA
ANEXO 94,30/05/2016,01/06/2016,630,7/29/2016 17:07:34,"Pilatti Vergara, María Inés (CHA - PJ-FpV)","En la primer semana de julio, el Ministerio de Cultura, Educación y Deporte no renovó los contratos de 200 trabajadores, muchos de los cuales hacía por lo menos siete años que trabajaban en el lugar.",¿Tienen idea de cuándo va a parar la ola de despidos en el estado?,Ministerio de Modernización,Empleo público  ,DESPIDOS EN EL ESTADO NACIONAL
ANEXO 94,30/05/2016,01/06/2016,631,8/1/2016 12:29:47,"Pilatti Vergara, María Inés (CHA - PJ-FpV)","Quienes bregan por la Nueva Gestión Pública (NGP) como modelo, lo hacen desde el convencimiento y/o creencia de la supuesta superación que generaría para Gobiernos, en materia tanto de efectividad como eficiencia, transparencia o apertura, incentivos y premios, etc. Pero, como se ha puesto de manifiesto en países como el Reino Unido o Australia, o bien el caso Autónomo de nuestra Ciudad de Buenos Aires, todos estos cambios carecen en absoluto de relevancia o preeminencia, si no existen controles sistemáticos y por tanto, una estructura flexible y dinámica de control a varios niveles: la verificación del ""cumplimiento de la legalidad"".
El 16 de Abril del 2016, el Ministerio de Modernización de la Nación establece el decreto 690/16, el cuál sugiere tajantemente ""que con la finalidad de otorgar mayor flexibilidad y rapidez a la gestión de las contrataciones, coadyudando con ello a un uso inteligente de los recursos públicos (...) por medio de esta decisión se facilita a los funcionarios de rangos inferiores la realización de contrataciones, descentralizando la toma de decisiones y contribuyendo a una mejor política de compras y contrataciones del ESTADO NACIONAL""
La mayoría de los medios que levantaron la noticia (ámbito, iProfesional, Cronista, entre otros) detallaron sus implicancias inmediatas en términos cuantitativos: $75.000 para realizar contrataciones por trámite simplificado; $1,3 millones para contrataciones directas (antes el límite era de $200.000); $6 millones para licitaciones privadas o concursos privados (antes el límite era de 800.000 pesos); más de $6 millones para licitaciones públicas o concursos públicos (antes el límite era de 800.000 pesos).
Ahora los subsecretarios de cada área o funcionarios de nivel equivalente, dispondrán hasta $1,5 millones; un director nacional o general, hasta 300.000 pesos y ""otros funcionarios en los que se delegue la facultad de firmar contrataciones"" hasta 100.000 pesos. Este último asterisco invisible, resulta merecedor de alguna atención.","¿Existe al día de la fecha, un listado o fuente de acceso público que contemple a los ""otros funcionarios""? En caso de no existir, ¿es posible solicitar su creación y entrega al Senado?",Ministerio de Modernización,Empleo público  ,COMPRAS Y CONTRATACIONES EN EL ESTADO NACIONAL
ANEXO 94,30/05/2016,01/06/2016,632,8/1/2016 15:05:24,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,"¿Cuál es la situación de los despedidos y aún no reincorporados en la Secretaría de Agricultura Familiar de la Nación? Se solicita remita listado de personal con indicación de remuneración y tipo de contratación, localización y función que desempeñaba previamente a su desafectación, rescisión del contrato o despido.",Ministerio de Modernización,Empleo público  ,DESPEDIDOS EN AGRICULTURA FAMILIAR
ANEXO 94,30/05/2016,01/06/2016,633,8/1/2016 15:12:16,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,"Informe el listado de designaciones de agentes de la administración pública en el marco de SINEP desde el 10 de diciembre de 2015 suscriptas por el Presidente Macri, el Jefe de Gabinete de Ministros y los Ministros en los casos en que tengan la competencia delegada indicando:
Nivel
Grado
Acto Administrativo por el que fue designado
Si es escalafonario o extraescalafonario
Si es designado por excepción por no cumplir los requisitos
Indique cantidad, listado y montos de contratos celebrados a través de Fundación ArgenInta desde el 10/12/2015.",Ministerio de Modernización,Empleo público  ,NUEVAS DESIGNACIONES SINEP EN NUEVA GESTIÓN
ANEXO 94,30/05/2016,01/06/2016,634,8/1/2016 16:19:26,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,"¿Que políticas públicas planifican en favor de potenciar las empresas competitivas y aumentar su demanda de RRHH? 
El ejecutivo ¿Tiene una estimación del número/ratio respecto de puestos creados formales/no formales en su muestra en este semestre? EJ: por cada 4 formales 6 informales.
¿Y respecto de los puestos destruidos?",Ministerio de Producción,Empleo público  ,CREACIÓN DE NUEVOS PUESTOS EN LA ADMINISTRACIÓN PÚBLICA
ANEXO 94,30/05/2016,01/06/2016,635,7/29/2016 16:44:19,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,"¿Ha realizado el Poder Ejecutivo, por intermedio del Ministerio de Relaciones Exteriores y Culto, cuestionamientos puntuales a la gestión que desarrolla la Comisión Interamericana de Derechos Humanos (CIDH)? En caso afirmativo, detalle puntualmente los mismos.",Ministerio de Relaciones Exteriores y Culto,Derechos Humanos  ,CUESTIONAMIENTO GESTION CIDH
ANEXO 94,30/05/2016,01/06/2016,636,8/1/2016 14:57:29,"Pilatti Vergara, María Inés (CHA - PJ-FpV)",,"Informe sobre la actuación de las fuerzas de seguridad intervinientes en el procedimiento de desalojo de las instalaciones de Tiempo Argentino y Radio América el pasado 3 de julio de 2016.
Informe y remita copia de la orden judicial de actuación de los efectivos policiales del procedimiento de desalojo de las instalaciones de Tiempo Argentino y Radio América el pasado 3 de julio de 2016.
Informe cuál es la situación de los agentes intervinientes y de los imputados por la usurpación en perjuicio de los trabajadores de Tiempo Argentino y Radio América, si se iniciaron sumarios internos a los efectivos policiales.",Ministerio de Seguridad,Seguridad Interior  ,ROL DE LA PFA EN AGRESION A TIEMPO ARENTINO
