INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Autor de la Pregunta,Justificación o contexto,Pregunta,Órgano requerido,Area de gestión,Tema
95,22/08/2016,24/08/2016,429,Interbloque Frente Para la Victoria - PJ y Aliados,"Existe preocupación respecto a la paralización de las políticas de salud mental que se venían impulsando en el marco de la Ley de Salud Mental (LNSM). 
En la Dirección Nacional de Salud Mental y Adicciones (DNSMyA) del Ministerio de Salud de la Nación se han producido despidos y cese de contrataciones de trabajadores que se desempeñaban en distintos programas de abordaje y asistencia. Se observa una disolución de hecho de la Comisión Nacional Interministerial en Políticas de Salud Mental y Adicciones (CoNISMA), creada por el decreto reglamentario de la LNSM: dicha comisión, que reglamentariamente funcionaba en el ámbito de Jefatura de Gabinete de Ministros, no tiene designado a un responsable (Secretario Ejecutivo) ni tampoco se tiene claro cuál será su funcionamiento. Asimismo, se decidió apartarla del ámbito de Jefatura de Gabinete sin motivo alguno, yendo en contra del marco normativo, y centralizando su especificidad en el área de Salud. Ante el panorama descripto desearíamos conocer:",¿Cómo continuará la implementación de la Ley Nacional de Salud Mental 26657?,Ministerio de Salud,Salud mental,CUMPLIMIENTO LEY DE SALUD MENTAL
95,22/08/2016,24/08/2016,430,Interbloque Frente Para la Victoria - PJ y Aliados,"Existe preocupación respecto a la paralización de las políticas de salud mental que se venían impulsando en el marco de la Ley de Salud Mental (LNSM). 
En la Dirección Nacional de Salud Mental y Adicciones (DNSMyA) del Ministerio de Salud de la Nación se han producido despidos y cese de contrataciones de trabajadores que se desempeñaban en distintos programas de abordaje y asistencia. Se observa una disolución de hecho de la Comisión Nacional Interministerial en Políticas de Salud Mental y Adicciones (CoNISMA), creada por el decreto reglamentario de la LNSM: dicha comisión, que reglamentariamente funcionaba en el ámbito de Jefatura de Gabinete de Ministros, no tiene designado a un responsable (Secretario Ejecutivo) ni tampoco se tiene claro cuál será su funcionamiento. Asimismo, se decidió apartarla del ámbito de Jefatura de Gabinete sin motivo alguno, yendo en contra del marco normativo, y centralizando su especificidad en el área de Salud. Ante el panorama descripto desearíamos conocer:",¿Continuará funcionando la CoNISMA?,Ministerio de Salud,Salud mental,CUMPLIMIENTO LEY DE SALUD MENTAL
95,22/08/2016,24/08/2016,431,Interbloque Frente Para la Victoria - PJ y Aliados,,"Cuándo el PAMI y/o el Ministerio de Salud de la Nación pondrán en pleno funcionamiento el Sanatorio Eva Duarte, ex EMHSA de la ciudad de Mar del Plata, el cual fue expropiado por ley 27169? Esta consulta fue realizada también por pedido de Informe por parte de la Honorable Cámara de Diputados de la Nación, sancionado por unanimidad el día 30 de junio pasado",PAMI,Hospitales,SANATORIO EVA DUARTE MAR DEL PLATA
95,22/08/2016,24/08/2016,432,Interbloque Frente Para la Victoria - PJ y Aliados,"Existe preocupación respecto a la paralización de las políticas de salud mental que se venían impulsando en el marco de la Ley de Salud Mental (LNSM). 
En la Dirección Nacional de Salud Mental y Adicciones (DNSMyA) del Ministerio de Salud de la Nación se han producido despidos y cese de contrataciones de trabajadores que se desempeñaban en distintos programas de abordaje y asistencia. Se observa una disolución de hecho de la Comisión Nacional Interministerial en Políticas de Salud Mental y Adicciones (CoNISMA), creada por el decreto reglamentario de la LNSM: dicha comisión, que reglamentariamente funcionaba en el ámbito de Jefatura de Gabinete de Ministros, no tiene designado a un responsable (Secretario Ejecutivo) ni tampoco se tiene claro cuál será su funcionamiento. Asimismo, se decidió apartarla del ámbito de Jefatura de Gabinete sin motivo alguno, yendo en contra del marco normativo, y centralizando su especificidad en el área de Salud. Ante el panorama descripto desearíamos conocer:",¿Porque aún no se han designado los representantes del Ministerio de Salud en el órgano de revisión?,Ministerio de Salud,Salud mental,CUMPLIMIENTO LEY DE SALUD MENTAL
95,22/08/2016,24/08/2016,433,Interbloque Frente Para la Victoria - PJ y Aliados,"Existe preocupación respecto a la paralización de las políticas de salud mental que se venían impulsando en el marco de la Ley de Salud Mental (LNSM). 
En la Dirección Nacional de Salud Mental y Adicciones (DNSMyA) del Ministerio de Salud de la Nación se han producido despidos y cese de contrataciones de trabajadores que se desempeñaban en distintos programas de abordaje y asistencia. Se observa una disolución de hecho de la Comisión Nacional Interministerial en Políticas de Salud Mental y Adicciones (CoNISMA), creada por el decreto reglamentario de la LNSM: dicha comisión, que reglamentariamente funcionaba en el ámbito de Jefatura de Gabinete de Ministros, no tiene designado a un responsable (Secretario Ejecutivo) ni tampoco se tiene claro cuál será su funcionamiento. Asimismo, se decidió apartarla del ámbito de Jefatura de Gabinete sin motivo alguno, yendo en contra del marco normativo, y centralizando su especificidad en el área de Salud. Ante el panorama descripto desearíamos conocer:","¿En qué situación está el proceso emprendido con las universidades de gestión pública y privada de todo el país en relación a los “Lineamientos para la formación profesional en torno a la Ley Nacional de Salud Mental”, documento marco acordado entre los actores precedentes y que debe ser puesto en marcha con la intervención plena de la CoNISMA?",Ministerio de Salud,Salud mental,CUMPLIMIENTO LEY DE SALUD MENTAL
95,22/08/2016,24/08/2016,434,Interbloque Frente Para la Victoria - PJ y Aliados,"Existe preocupación respecto a la paralización de las políticas de salud mental que se venían impulsando en el marco de la Ley de Salud Mental (LNSM). 
En la Dirección Nacional de Salud Mental y Adicciones (DNSMyA) del Ministerio de Salud de la Nación se han producido despidos y cese de contrataciones de trabajadores que se desempeñaban en distintos programas de abordaje y asistencia. Se observa una disolución de hecho de la Comisión Nacional Interministerial en Políticas de Salud Mental y Adicciones (CoNISMA), creada por el decreto reglamentario de la LNSM: dicha comisión, que reglamentariamente funcionaba en el ámbito de Jefatura de Gabinete de Ministros, no tiene designado a un responsable (Secretario Ejecutivo) ni tampoco se tiene claro cuál será su funcionamiento. Asimismo, se decidió apartarla del ámbito de Jefatura de Gabinete sin motivo alguno, yendo en contra del marco normativo, y centralizando su especificidad en el área de Salud. Ante el panorama descripto desearíamos conocer:",¿Porque se ha derogado la Resolución del Ministerio de Salud de la Nación N° 1484/15  atinente a las habilitaciones de instituciones de Salud Mental que establecía estándares mínimos para que las instituciones ligadas al abordaje de la salud mental y las adicciones (tanto de gestión pública como privada) estuvieran acordes a la LNSM?,Ministerio de Salud,Salud mental,CUMPLIMIENTO LEY DE SALUD MENTAL
95,22/08/2016,24/08/2016,435,Interbloque Frente Para la Victoria - PJ y Aliados,"Existe preocupación respecto a la paralización de las políticas de salud mental que se venían impulsando en el marco de la Ley de Salud Mental (LNSM). 
En la Dirección Nacional de Salud Mental y Adicciones (DNSMyA) del Ministerio de Salud de la Nación se han producido despidos y cese de contrataciones de trabajadores que se desempeñaban en distintos programas de abordaje y asistencia. Se observa una disolución de hecho de la Comisión Nacional Interministerial en Políticas de Salud Mental y Adicciones (CoNISMA), creada por el decreto reglamentario de la LNSM: dicha comisión, que reglamentariamente funcionaba en el ámbito de Jefatura de Gabinete de Ministros, no tiene designado a un responsable (Secretario Ejecutivo) ni tampoco se tiene claro cuál será su funcionamiento. Asimismo, se decidió apartarla del ámbito de Jefatura de Gabinete sin motivo alguno, yendo en contra del marco normativo, y centralizando su especificidad en el área de Salud. Ante el panorama descripto desearíamos conocer:", ¿Se tiene planificado modificar la reglamentación de la Ley 26657? ,Ministerio de Salud,Salud mental,CUMPLIMIENTO LEY DE SALUD MENTAL
95,22/08/2016,24/08/2016,436,Interbloque Frente Para la Victoria - PJ y Aliados,,"Ante las distintas dificultades que se encuentra atravesando el sector avícola de la provincia de Entre Ríos (a saber: pérdida de mercados y caída de precios internacionales, aumento de los costos de producción-fundamentalmente de la energía, lo que a su vez deriva en una falta de competitividad), ¿cuáles serían las medidas concretas a adoptar por parte del gobierno nacional para paliar esta situación?",Ministerio de Agroindustria,Ganadería  ,PROMOCIÓN SECTOR AVÍCOLA
95,22/08/2016,24/08/2016,437,Interbloque Frente Para la Victoria - PJ y Aliados,"De acuerdo al boletín de vigilancia del Ministerio de Salud se observa un incremento generalizado de los casos de enfermedades respiratorias vinculadas a las bajas temperaturas, y en muchos casos a la imposibilidad de calefaccionar debidamente los ambientes. En este sentido, qué acciones  planean desarrollar por el aumento registrado de casi un 50% más de casos de intoxicaciones por monóxido de carbono que en 2015, asociado con las restricciones en el consumo de gas por el aumento excesivo de las tarifas?","¿Cómo está funcionando actualmente el Sistema de trazabilidad de medicamentos?
¿Cuáles son los medicamentos que están siendo trazados y cuáles no? ¿Tienen pensado modificar dicho sistema y la cantidad de medicamentos incluidos, de que manera?",Ministerio de Salud,Medicamentos ,SISTEMA DE TRAZABILIDAD DE MEDICAMENTOS
95,22/08/2016,24/08/2016,438,Interbloque Frente Para la Victoria - PJ y Aliados,,"Que se informe a valor CIF de las importaciones de naranjas y pomelos, durante primer semestre del 2015 y primer semestre de 2016.",Ministerio de Agroindustria,Agricultura  ,IMPORTACIONES DE FRUTAS
95,22/08/2016,24/08/2016,439,Interbloque Frente Para la Victoria - PJ y Aliados,"Respecto de la Unidad Ejecutora del fideicomiso conformado por el DNU 908/2016 para el funcionamiento de la Cobertura Universal de Salud, compuesta por representantes del Ministerio de Salud, de la Superintendencia de Servicios de Salud y de la CGT.","¿Cómo se eligen esos representantes?
¿Como piensan sostener el financiamiento de la CUS en el tiempo siendo que se asignan fondos con fuentes extraordinarias y por única vez?
¿El Estado financiará a prestadores privados para brindar servicios de salud a través de la Cobertura Universal o solo invertirá para el mejoramiento de los servicios públicos?
¿Los ciudadanos que no poseen obra social o prepaga serán los únicos que puedan utilizar los servicios del sistema público de salud? 
¿Se entregarán medicamentos en forma gratuita en los cerca de 8000 centros de salud de todo el país como se hacía a través del Programa REMEDIAR?",Ministerio de Salud,Programas/servicios de salud,REFORMA SISTEMA DE SALUD
95,22/08/2016,24/08/2016,440,Interbloque Frente Para la Victoria - PJ y Aliados,,"¿Qué medidas tiene previstas el Poder Ejecutivo Nacional para mejorar la situación de los productores de citrus, afectados por la disminución del consumo interno -si tomamos en cuenta que el 85% de la producción va destinada al consumo interno- y la apertura de la importación de naranjas provenientes de España?",Ministerio de Agroindustria,Agricultura  ,PROMOCIÓN PRODUCTORES CITRUS
95,22/08/2016,24/08/2016,441,Interbloque Frente Para la Victoria - PJ y Aliados,,¿ A partir de cuándo va entrar en vigencia el Procrear Complementario que propuso el Poder Ejecutivo Nacional y si va a incluir a los beneficiarios que aún no concluyeron sus viviendas?,ANSES,ProCreAr,PROCREAR COMPLEMENTARIO
95,22/08/2016,24/08/2016,442,Interbloque Frente Para la Victoria - PJ y Aliados,,"¿Existe alguna estimación y/o evaluación por parte del Poder Ejecutivo Nacional del impacto que los productos importados destinados al mercado interno tienen sobre los puestos de trabajo, en detrimento de los productos de origen nacional con los que compiten en los distintos rubros?",Ministerio de Hacienda y Finanzas Públicas,Estadísticas,IMPACTO IMPORTACIONES EN PRODUCCIÓN Y EMPLEO NACIONAL
95,22/08/2016,24/08/2016,443,Interbloque Frente Para la Victoria - PJ y Aliados,,¿Cuál fue el motivo de la omisión de las audiencias públicas en el incremento de las tarifas de luz y gas dispuestos por las resoluciones 6/2016; 7/2016; 28/2016 y 31/2016?,Ministerio de Energía y Minería,Tarifas  ,TARIFAS SERVICIOS PÚBLICOS
95,22/08/2016,24/08/2016,444,Interbloque Frente Para la Victoria - PJ y Aliados,"Respecto del estado de ejecución y vigencia del Acuerdo celebrado entre la ANSES y la Secretaría de Comunicación, dependiente de la Jefatura a su cargo, suscripto el pasado 22 de junio de 2016, informe:","¿Ha entrado en vigencia dicho acuerdo? En caso afirmativo desde que fecha?
¿Se han cruzado los datos entre Anses y la Secretaría de Comunicaciones? 
¿Qué Actas Complementarias se han firmado a los fines de la ejecución y desarrollo del Acuerdo, en caso de existir las mismas?
¿A qué obedece la exclusión de la aprobación de la Resolución de lo establecido en la  segunda parte de su Cláusula Décima Novena? 
¿Qué mecanismos de control tienen previstos para que el acceso a los datos que se detallan en la Cláusula Segunda del Acuerdo, no sean utilizados como puente para acceder los datos que la Ley de Habeas Data considera como sensibles?",Jefatura de Gabinete,Jefatura de Gabinete,USO BASE DE DATOS DE ANSES
95,22/08/2016,24/08/2016,445,Interbloque Frente Para la Victoria - PJ y Aliados,"Un informe del Observatorio del Derecho Social refleja que de abril a junio del corriente año se registraron 239 medidas de fuerza por reclamos de trabajo. De ese total, 109 (el 46 por ciento) correspondieron al sector público, 106 (44 por ciento) al privado, 10 (4 por ciento) a ambos sectores y 14 (6 por ciento) fueron motorizados por trabajadores informales. ","¿Cuál es la posición que tiene el Poder Ejecutivo frente a esta situación, teniendo en cuenta que el segundo trimestre de 2016 se ubica dentro de los más conflictivos de los últimos años? ","Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,CONFLICTOS LABORALES SEGUNDO SEMESTRE 
95,22/08/2016,24/08/2016,446,Interbloque Frente Para la Victoria - PJ y Aliados,"El segundo informe presentado por el Instituto Estadístico de los Trabajadores advirtió que la pérdida del poder adquisitivo de los salarios se ubica en 9,9 por ciento. Teniendo en cuenta este porcentaje y frente a la meta del gobierno de alcanzar un índice de ""pobreza cero""", ¿Cuáles son las medidas económicas que se implementarán para ayudar a estos sectores? ,Ministerio de Hacienda y Finanzas Públicas,Pobreza/Indigencia,MEDIDAS PARA POBREZA CERO
95,22/08/2016,24/08/2016,447,Interbloque Frente Para la Victoria - PJ y Aliados,El Consejo Federal de Población (COFEPO) se creó el 22 de diciembre de 1993 por el Decreto 2613/93. Solicitamos sirva responder:,"a)¿Cuáles son los programas que tienen previsto desarrollar y ejecutar en la presente gestión? Informe detalle, alcances y proyección.
b)¿Con  que presupuesto cuenta para funcionar?
c)¿Cuánto del presupuesto está asignado los programas y cuanto a gastos de funcionamiento? Detalle.","Ministerio de Interior, Obras Públicas y Vivienda",Política Migratoria,GESTIÓN EN POLÍTICA POBLACIONAL
95,22/08/2016,24/08/2016,448,Interbloque Frente Para la Victoria - PJ y Aliados,"Según un reciente relevamiento de la Confederación Argentina de la Mediana Empresa, la producción de las Pymes industriales cayó 5,9% en junio del corriente año frente a igual mes del año 2015, alcanzando el nivel más bajo en 7 años. Asimismo 7 de cada 10 industriales no observan reactivación en los próximos seis meses y solo el 12% de las industrias Pymes tiene planes de inversión para el año."," En base a lo mencionado, ¿que acciones tiene programadas implementar el Poder Ejecutivo frente a estos datos? ",Ministerio de Producción,MiPyMes  ,CAIDA PRODUCCIÓN PYMES INDUSTRIALES
95,22/08/2016,24/08/2016,449,Interbloque Frente Para la Victoria - PJ y Aliados,,"Cuál es el déficit autopartista automotriz con Brasil, en cuantos millones de dólares superaron las automotrices argentinas el máximo de unidades y autopartes impuesto por el acuerdo comercial vigente (ACE14)?",Ministerio de Producción,Exportación/importación,DEFICIT AUTOPARTISTAS AUTOMOTRIZ X CRISIS BRASIL
95,22/08/2016,24/08/2016,450,Interbloque Frente Para la Victoria - PJ y Aliados,,"Además de la Ley de Promoción de Inversiones para Pymes promulgada recientemente, y cuya implementación tendrá resultados a futuro, ¿Se encuentra el Poder Ejecutivo actualmente diagramando o proyectando otro tipo de medida puntual que ayude a este sector con urgencia?  En caso afirmativo, especificar qué medida. ",Ministerio de Producción,MiPyMes  ,PROMOCIÓN PYMES
95,22/08/2016,24/08/2016,451,Interbloque Frente Para la Victoria - PJ y Aliados,"Según el comunicado N° 246/16 de la Cancillería Argentina del pasado 27 de julio, el Vicecanciller Carlos Foradori recibió al Subsecretario Permanente y Jefe del Servicio Diplomático del Reino Unido, Sir Simón McDonald. En dicho comunicado, se señala que ambos funcionarios conversaron sobre el estado de situación de las tareas forenses de identificación de los caídos argentinos que se encuentran enterrados en el cementerio Darwin. En función de esto solicitamos al JGM se sirva informar: ","a)¿Cuál es estado de dicha situación?
b)¿Qué avances se esperan para el año en curso? 
c)¿Qué nivel de participación tienen los organismos de ex combatientes en este proceso?",Ministerio de Relaciones Exteriores y Culto,Malvinas  ,CAIDOS EN MALVINAS
95,22/08/2016,24/08/2016,452,Interbloque Frente Para la Victoria - PJ y Aliados,"La Cámara de Empresarios de Laboratorios Farmacéuticos confirmó que el Poder Ejecutivo implementará un congelamiento en el precio de medicamentos hasta fin del presente año. Teniendo en cuenta que este año el promedio de los aumentos en la ""canasta medicamento"", fue del 15.76 %. y que por decisión del Poder Ejecutivo la obra social PAMI dejó sin cobertura total a 150 medicamentos:  ",¿Cuáles son los medicamentos que estarán dentro de Programa de Precios Cuidados? Cuáles son los laboratorios que ya firmaron este acuerdo? ,Ministerio de Producción,Medicamentos/ANMAT,MEDICAMENTOS EN PRECIOS CUIDADOS
95,22/08/2016,24/08/2016,453,Interbloque Frente Para la Victoria - PJ y Aliados,,En cuánto supero el FLEX establecido por el acuerdo comercial vigente (ACE14) la empresa Fiat (FCA Argentina)? Cuál sería el monto en dólares estadounidenses de la multa a la mencionada empresa en caso de corresponder?,Ministerio de Producción,Política Industrial,FLEX DE FIAT SA
95,22/08/2016,24/08/2016,454,Interbloque Frente Para la Victoria - PJ y Aliados,,"¿Que posición tiene el Poder Ejecutivo con relación a la posibilidad de modificar el esquema de indemnizaciones por despido para que el mismo sea cofinanciado entre las empresas y los trabajadores, aportando estos últimos a un fondo destinado para ese fín?","Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,INDEMNIZACIONES POR DESPIDO
95,22/08/2016,24/08/2016,455,Interbloque Frente Para la Victoria - PJ y Aliados,,¿Cuánto es el déficit autopartista automotriz con México?,Ministerio de Producción,Exportación/importación,DEFICIT AUTOPARTISTAS AUTOMOTRIZ X CRISIS MEXICO
95,22/08/2016,24/08/2016,456,Interbloque Frente Para la Victoria - PJ y Aliados,"Considerando las recientes declaraciones efectuadas por el Presidente de la Nación al medio periodístico escrito “Diario La Nación”, afirmando que para que lleguen las ansiadas inversiones, hace falta “una justicia laboral más equitativa, no tan volcada a encontrarle siempre la razón a una parte”.",¿Cual es la política que en materia laboral tiene el Poder Ejecutivo en cuanto a limitar la intervención del Ministerio de Trabajo en las negociaciones salariales y establecer paritarias por empresas?,"Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,ROL DEL ESTADO EN NEGOCIACIONES Y PARITARIAS
95,22/08/2016,24/08/2016,457,Interbloque Frente Para la Victoria - PJ y Aliados,,"En qué país del mundo funcionan colectivos (buses 100%eléctricos), brindando servicio urbano de pasajeros?",Ministerio de Transporte,Transporte terrestre  ,COLECTIVOS BUSES PASAJEROS ELECTRICOS 
95,22/08/2016,24/08/2016,458,Interbloque Frente Para la Victoria - PJ y Aliados,"En virtud del artículo periodístico de fecha 26/07/2016 publicado por el “Diario La Nación” bajo el título “Un cambio indispensable en las relaciones laborales”, en el que se puntualiza la necesidad de:
Un modelo sindical transparente con participación real en la vida interna de los gremios. 
Una disminución de las cargas (sociales e impositivas) sobre el salario.
Una negociación de salarios y condiciones de trabajo que considere la productividad y las posibilidades de cada empresa.
La preferencia por los acuerdos laborales de nivel menor (empresa) por sobre los acuerdos colectivos o paritarios.
La eliminación de la obligatoriedad de la homologación de los acuerdos por parte de la autoridad (Ministerio de Trabajo).
Establecer períodos de prueba y permitir contratos de plazo fijo flexible para promocionar el empleo y reducir costos laborales.
Promover la multifuncionalidad, la polivalencia y la jornada laboral variable y flexible. 
Premiar al empleador con reducción o diferimiento de cargas sociales.
La sustitución de la indemnización por despido por un sistema contributivo creando un fondo con aportes del trabajador y contribuciones del empleador, administrados por entes autónomos.",¿Qué posición tiene asumida el Poder Ejecutivo frente a las recomendaciones sugeridas en la nota del periódico mencionado?,"Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,POLÍTICAS DE REACTIVACIÓN DEL EMPLEO
95,22/08/2016,24/08/2016,459,Interbloque Frente Para la Victoria - PJ y Aliados,,"¿Con respecto al Programa Precios Cuidados, ¿quiénes se encargan de fiscalizar el cumplimiento de los acuerdos de precios? ¿cuáles son las empresas que han incumplido los acuerdos y en su caso qué sanciones le fueron aplicadas?",Ministerio de Producción,Comercio interior/exterior,FISCALIZACIÓN PRECIOS CUIDADOS
95,22/08/2016,24/08/2016,460,Interbloque Frente Para la Victoria - PJ y Aliados,,"¿Qué especificaciones concretas contempla el acuerdo comercial rubricado entre el INTA (Instituto Nacional de Tecnología Agropecuaria) y la empresa Coca Cola, anunciado por el Presidente de la Nación el pasado 10 de Junio de 2016 en la ciudad de Concordia Entre Ríos y en su caso, cuáles de esas medidas ha sido cumplida?",Ministerio de Agroindustria,Organismos,ACUERDO ENTRE INTA Y COCA-COLA
95,22/08/2016,24/08/2016,461,Interbloque Frente Para la Victoria - PJ y Aliados,,¿Qué políticas concretas va a implementar el Poder Ejecutivo ante el conflicto internacional de la pastera EX BOTNIA-UPM? ¿Se están realizando los controles y monitoreos conjuntos (entre nuestro país y la República Oriental del Uruguay) que oportunamente dispusiera la Corte Internacional de Justicia de La Haya?,Ministerio de Relaciones Exteriores y Culto,Impacto ambiental y contaminación,CONTROLES PASTERA EX-BOTNIA
95,22/08/2016,24/08/2016,462,Interbloque Frente Para la Victoria - PJ y Aliados,,"	Solicitamos al Sr. JGM informe a través del organismo que corresponda estado de situación de la búsqueda del agente de la policía de Río Negro desaparecido, Lucas Muñoz, y enumere aquellas fuerzas de seguridad que se encuentran interviniendo. ",Ministerio de Seguridad,Seguridad Interior  ,POLICÍA DESAPARECIDO EN RIO NEGRO
95,22/08/2016,24/08/2016,463,Interbloque Frente Para la Victoria - PJ y Aliados,,"¿Cuál es el  motivo por el cual todavía no empieza a funcionar la Agencia Nacional de Laboratorios Públicos (ANLAP - ley 27.113), que sigue inactivo desde hace ya más de 8 meses? ¿Cuándo se van a liberar los fondos del presupuesto asignado a este proyecto para así permitir el desarrollo de proyectos planificados con anterioridad?",Ministerio de Salud,Medicamentos/ANMAT,FUNCIONAMIENTO DE LA AGENCIA DE LABORATORIOS
95,22/08/2016,24/08/2016,464,Interbloque Frente Para la Victoria - PJ y Aliados,"Según diversas publicaciones periodísticas el PEN ""limitará los alcances del Polo Industrial de Tierra del Fuego permitiendo fabricar únicamente televisores, celulares y acondicionadores de aire. El resto de los productos (equipos de audio, codificadores de TV, microondas y computadoras, por ejemplo) se podrían importar sin restricciones vía licencias automáticas. Por otro lado, y con el objetivo de bajar los precios al consumidor, está prevista una baja del 35% al 16% en los aranceles a la importación de laptops, netbooks y tabletas.""","Según las mismas fuentes, el Polo Industrial de Tierra del Fuego genera alrededor de 10 mil puestos de trabajo directos, mientras que en el Informe del JGM Nº 93 se refiere al empleo directo de prácticamente 13 trabajadores.  A qué atribuye entonces la caída de casi 3000 puesto de trabajo en la industria promocionada de Tierra del Fuego. Informe la evolución mensual del empleo directo e indirecto generado por el Polo Industrial de Tierra del Fuego desde el 2003 a la actualidad. ","Ministerio de Trabajo, Empleo y Seguridad Social",Promoción industrial  ,POLO INDUSTRIAL TIERRA DEL FUEGO
95,22/08/2016,24/08/2016,465,Interbloque Frente Para la Victoria - PJ y Aliados,"Habiendo el Poder Ejecutivo anunciado oportunamente las siguientes obras:
Reforma y ampliación del aeropuerto de la ciudad de Comodoro Rivadavia.
La doble trocha del tramo correspondiente a la Ruta Nacional N° 3 que une las ciudades de Comodoro Rivadavia (Chubut) y Caleta Olivia (Santa Cruz), 
La doble trocha que une Puerto Madryn – Trelew",¿Cuál es el plazo que se estima para el inicio de cada una durante el corriente año?,Ministerio de Transporte,Aeropuertos/Aerolíneas/Transporte aéreo,OBRAS DE INFRAESTRUCTURA EN CHUBUT
95,22/08/2016,24/08/2016,466,Interbloque Frente Para la Victoria - PJ y Aliados,,"Solicitamos al Sr. JGM informe a través del organismo que corresponda estado de situación de los denominados “Proyectos Justicia 2020” que fueran planteados como una reforma integral del sistema judicial, y sin embargo no fueron presentados en el congreso de manera orgánica.",Ministerio de Justicia y Derechos Humanos,Otros  ,SITUACIÓN PROYECTOS JUSTICIA 2020
95,22/08/2016,24/08/2016,467,Interbloque Frente Para la Victoria - PJ y Aliados,"¿Informe sobre el eventual proyecto de creación de una “Policía Migratoria”, conforme las declaraciones efectuadas ante la Comisión de Acuerdos del Senado por el Director General de la Agencia Federal de Inteligencia, escribano Gustavo Arribas. Al respecto, se solicita precisar:","¿Qué funciones, responsabilidades y/o ámbitos de actuación jurisdiccional se asignarían a esa eventual “Policía Migratoria”?.
 Aclarar qué función tendría la Agencia Federal de Inteligencia en relación con las competencias y/o responsabilidades que podrían ser asignadas a la referida “Policía Migratoria”, dado que conforme el marco normativo vigente el organismo rector del sistema de inteligencia nacional no está facultado para realizar tareas de investigación criminal, salvo ante requerimientos específicos y fundados realizados por autoridades judiciales competentes en el marco de una causa concreta.",Agencia Federal de Inteligencia,Política Migratoria,CREACIÓN DE UNA POLICÍA MIGRATORIA
95,22/08/2016,24/08/2016,468,Interbloque Frente Para la Victoria - PJ y Aliados,,¿Cuál es el estado actual y cuándo volverá a entrar en vigencia el Programa Nacional ProTenecia establecido bajo el decreto N°1088? ,Ministerio de Salud,Programas/servicios de salud,PROGRAMA PRO TENENCIA
95,22/08/2016,24/08/2016,469,Interbloque Frente Para la Victoria - PJ y Aliados,,"¿Por qué ARSAT ha contratado a la consultora estadounidense Mc Kinsey para que le indique qué tiene que hacer, (hecho que por 16 semanas de trabajo le costará a ARSAT 12,5 millones de pesos)? ¿No existen en la Argentina recursos humanos con capacidad para asesorar al Directorio de ARSAT?",Ministerio de Comunicaciones,ARSAT/Satélites  ,CONTRATO DE CONSULTORA EXTRANJERA 
95,22/08/2016,24/08/2016,470,Interbloque Frente Para la Victoria - PJ y Aliados,"Contrariamente a lo señalado anteriormente, en el Informe N° 91 del JGM se afirmó que el PEN está analizando alternativas en relación al desarrollo de nuevas líneas de productos, servicios y procesos a realizarse en el Polo Industrial de Tierra del Fuego."," Al respecto, detalle los nuevos productos que se está analizando producir, su grado de avance, sus características, y los procesos contemplados. Asimismo informe el impacto estimado que estos nuevos productos y procesos producirá en la generación de empleo, en la actividad industrial local y en el grado de agregación de valor local.",Ministerio de Producción,Economías Regionales,POLO INDUSTRIAL TIERRA DEL FUEGO
95,22/08/2016,24/08/2016,471,Interbloque Frente Para la Victoria - PJ y Aliados,"Solicito informe qué empresas con plataformas exhibidoras por Internet cumplieron en abonar durante 2016, el “impuesto equivalente al 10% aplicable sobre el precio de venta o locación de todo tipo de videograma grabado, destinado a su exhibición pública o privada, cualquiera fuere su género” (Art. 21 Ley 17741 de Fomento de la Actividad Cinematográfica Nacional, TO 2001)","¿Cuáles son las acciones dispuestas por la AFIP y/o el INCAA hacia los incumplidores al respecto (intimaciones, multas), teniendo en cuenta la creciente incidencia del consumo de películas y series on line?",Ministerio de Hacienda y Finanzas Públicas,AFIP/Tributos,RECAUDACIÓN IMPUESTO AL CINE
95,22/08/2016,24/08/2016,472,Interbloque Frente Para la Victoria - PJ y Aliados,,"¿Cómo afectó la eliminación de las retenciones al maíz, entre otros granos, a la producción de carne porcina? ¿Se están analizando políticas públicas para solucionar la problemática de estos productores argentinos frente a la suba del maíz (alimento de los cerdos) y proteger la producción argentina?",Ministerio de Agroindustria,Ganadería  ,RETENCIONES AL MAIZ
95,22/08/2016,24/08/2016,473,Interbloque Frente Para la Victoria - PJ y Aliados,,"Solicitamos al Sr. JGM informe a través del organismo que corresponda estado de situación de la entrada en vigencia de la implementación del Código Procesal Penal sancionado por ley N° 27.063, que fuera suspendida mediante decreto 257/2015. ",Ministerio de Justicia y Derechos Humanos,Otros  ,PUESTA EN VIGENCIA NUEVO CODIGO PROCESAL PENAL
